question,label
그니까 서울 도봉구 미세먼지 어떨까,O B-LOCATION E-LOCATION O O
그니까 서울 금천구 공기 미세먼지,O B-LOCATION E-LOCATION O O
그니까 서울 마포구 오존 미세먼지,O B-LOCATION E-LOCATION O O
그니까 서울 서대문구 공기 미세먼지,O B-LOCATION E-LOCATION O O
그러게 서울 서대문구 공기 미세먼지,O B-LOCATION E-LOCATION O O
그러게 서울 관악구 공기 미세먼지,O B-LOCATION E-LOCATION O O
그러게 서울 마포구 미세먼지,O B-LOCATION E-LOCATION O
그러게 서울 마포구 공기 미세먼지,O B-LOCATION E-LOCATION O O
그러게 서울 강북구 마스크 필요해,O B-LOCATION E-LOCATION O O
그러게 서울 중구 미세먼지,O B-LOCATION E-LOCATION O
하여튼 서울 도봉구 공기 미세먼지,O B-LOCATION E-LOCATION O O
하여튼 서울 양천구 공기 미세먼지,O B-LOCATION E-LOCATION O O
하여튼 서울 강동구 마스크 챙길까,O B-LOCATION E-LOCATION O O
하여튼 서울 강남구 공기 미세먼지,O B-LOCATION E-LOCATION O O
하여튼 서울 성동구 마스크 챙길까,O B-LOCATION E-LOCATION O O
하여튼 서울 강동구 미세먼지,O B-LOCATION E-LOCATION O
하여튼 서울 강북구 공기 미세먼지,O B-LOCATION E-LOCATION O O
하지만 서울 은평구 마스크 가져갈까,O B-LOCATION E-LOCATION O O
하지만 서울 종로구 미세먼지,O B-LOCATION E-LOCATION O
하지만 서울 은평구 공기상태,O B-LOCATION E-LOCATION O
하지만 서울 도봉구 마스크 필요하냐,O B-LOCATION E-LOCATION O O
하지만 서울 노원구 마스크 필요해,O B-LOCATION E-LOCATION O O
하지만 서울 중구 공기 미세먼지,O B-LOCATION E-LOCATION O O
진짜 서울 중구 마스크 필요할까,O B-LOCATION E-LOCATION O O
진짜 서울 금천구 미세먼지,O B-LOCATION E-LOCATION O
진짜 서울 노원구 오존 심하냐고,O B-LOCATION E-LOCATION O O
진짜 서울 강북구 미세먼지 어떨까,O B-LOCATION E-LOCATION O O
진짜 서울 관악구 마스크 필요할까,O B-LOCATION E-LOCATION O O
진짜 서울 성북구 마스크 필요할까,O B-LOCATION E-LOCATION O O
진짜 서울 구로구 오존 심하냐고,O B-LOCATION E-LOCATION O O
진짜 서울 강남구 마스크 챙길까,O B-LOCATION E-LOCATION O O
마지막 서울 강서구 미세먼지,O B-LOCATION E-LOCATION O
마지막 서울 강서구 미세먼지,O B-LOCATION E-LOCATION O
마지막 서울 서초구 공기 좋니,O B-LOCATION E-LOCATION O O
마지막 서울 중구 마스크 챙겨야 할까,O B-LOCATION E-LOCATION O O O
마지막 서울 강서구 공기 미세먼지,O B-LOCATION E-LOCATION O O
마지막 서울 마포구 마스크 필요할까,O B-LOCATION E-LOCATION O O
보은 미세먼지,S-LOCATION O
평창 오존 올려나,S-LOCATION O O
고성 공기 미세먼지,S-LOCATION O O
성남 미세먼지,S-LOCATION O
삼척 오존 올려나,S-LOCATION O O
시흥 공기 미세먼지,S-LOCATION O O
예천 오존 미세먼지,S-LOCATION O O
논산 공기 어떠려나,S-LOCATION O O
양양 공기 미세먼지,S-LOCATION O O
부안 심하려나,S-LOCATION O
칠곡 공기 좋으려나,S-LOCATION O O
포항 마스크 챙겨야 할까,S-LOCATION O O O
군위 심하려나,S-LOCATION O
담양 공기 미세먼지,S-LOCATION O O
태안 마스크 챙겨야 할까,S-LOCATION O O O
대구 심하려나,S-LOCATION O
신안 공기 좋으려나,S-LOCATION O O
정선 공기 미세먼지,S-LOCATION O O
청도 공기 미세먼지,S-LOCATION O O
안산 공기 미세먼지,S-LOCATION O O
양주 공기 미세먼지,S-LOCATION O O
완주 공기 미세먼지,S-LOCATION O O
창녕 미세먼지,S-LOCATION O
진주 공기 좋으려나,S-LOCATION O O
진주 공기 미세먼지,S-LOCATION O O
속초 마스크 써야하니,S-LOCATION O O
영월 오존 심하냐고,S-LOCATION O O
서산 오존 올려나,S-LOCATION O O
순천 공기 미세먼지,S-LOCATION O O
구미 공기 미세먼지,S-LOCATION O O
대구 마스크 가져갈까,S-LOCATION O O
양평 공기 심하려나,S-LOCATION O O
정선 공기상태,S-LOCATION O
안산 미세먼지,S-LOCATION O
미세먼지 상태,S-LOCATION O
밀양 마스크 챙겨야 할까,S-LOCATION O O O
원주 미세먼지,S-LOCATION O
오산 마스크 필요하냐,S-LOCATION O O
무안 오존 심하냐고,S-LOCATION O O
영양 마스크 써야하니,S-LOCATION O O
서산 공기 맑으려나,S-LOCATION O O
경주 공기 미세먼지,S-LOCATION O O
양양 미세먼지,S-LOCATION O
순창 마스크 필요해,S-LOCATION O O
수원 공기 미세먼지,S-LOCATION O O
정선 마스크 가져갈까,S-LOCATION O O
논산 미세먼지,S-LOCATION O
음성 미세먼지,S-LOCATION O
의왕 마스크 챙길까,S-LOCATION O O
양양 마스크 필요해,S-LOCATION O O
영광 마스크 써야하니,S-LOCATION O O
고성 미세먼지,S-LOCATION O
보은 오존 심하냐고,S-LOCATION O O
정선 미세먼지,S-LOCATION O
진안 미세먼지,S-LOCATION O
청송 미세먼지,S-LOCATION O
의왕 공기 공기상태,S-LOCATION O O
평창 공기 어떠려나,S-LOCATION O O
공주 공기 미세먼지,S-LOCATION O O
무안 마스크 필요해,S-LOCATION O O
무주 오존 올려나,S-LOCATION O O
부여 미세먼지,S-LOCATION O
담양 미세먼지,S-LOCATION O
청주 공기 공기상태,S-LOCATION O O
영천 공기 미세먼지,S-LOCATION O O
해운대 공기 어떠려나,S-LOCATION O O
의정부 공기 미세먼지,S-LOCATION O O
남원 공기 미세먼지,S-LOCATION O O
안성 공기 미세먼지,S-LOCATION O O
순천 미세먼지,S-LOCATION O
영주 미세먼지,S-LOCATION O
무안 공기 미세먼지,S-LOCATION O O
신안 마스크 필요하려나,S-LOCATION O O
김포 맑으려나,S-LOCATION O
용산 공기 미세먼지,S-LOCATION O O
단양 공기 미세먼지,S-LOCATION O O
함평 맑으려나,S-LOCATION O
양평 공기 미세먼지,S-LOCATION O O
거창 미세먼지,S-LOCATION O
단양 공기상태,S-LOCATION O
보성 마스크 써야하니,S-LOCATION O O
의성 공기 미세먼지,S-LOCATION O O
부안 공기 심하려나,S-LOCATION O O
함양 오존 미세먼지,S-LOCATION O O
영동 공기 어떠려나,S-LOCATION O O
전주 공기 심하려나,S-LOCATION O O
평택 마스크 챙겨야해,S-LOCATION O O
파주 미세먼지,S-LOCATION O
영덕 마스크 써야 할까,S-LOCATION O O O
강진 오존 미세먼지,S-LOCATION O O
논산 공기 미세먼지,S-LOCATION O O
이천 마스크 써야 할까,S-LOCATION O O O
군포 마스크 필요하려나,S-LOCATION O O
단양 공기 미세먼지,S-LOCATION O O
서산 미세먼지,S-LOCATION O
서천 맑으려나,S-LOCATION O
성주 공기 맑으려나,S-LOCATION O O
순창 공기 좋으려나,S-LOCATION O O
영동 맑으려나,S-LOCATION O
군포 마스크 챙겨야해,S-LOCATION O O
제천 미세먼지,S-LOCATION O
여주 미세먼지,S-LOCATION O
태안 미세먼지,S-LOCATION O
영주 공기 미세먼지,S-LOCATION O O
화순 오존 미세먼지,S-LOCATION O O
광주 공기 어떠려나,S-LOCATION O O
오산 공기 미세먼지,S-LOCATION O O
정선 미세먼지,S-LOCATION O
고령 공기 미세먼지,S-LOCATION O O
평창 마스크 챙겨야해,S-LOCATION O O
제천 마스크 가져가야하니,S-LOCATION O O
울진 공기 맑으려나,S-LOCATION O O
시흥 공기 미세먼지,S-LOCATION O O
보령 마스크 챙길까,S-LOCATION O O
진안 공기 미세먼지,S-LOCATION O O
강릉 미세먼지,S-LOCATION O
산청 마스크 챙길까,S-LOCATION O O
아산 미세먼지 올려나,S-LOCATION O O
의령 공기 좋으려나,S-LOCATION O O
울진 마스크 쓸까,S-LOCATION O O
보은 공기 공기상태,S-LOCATION O O
김천 미세먼지,S-LOCATION O
광주 마스크 필요해,S-LOCATION O O
전주 공기 미세먼지,S-LOCATION O O
파주 공기 어떠려나,S-LOCATION O O
구리 공기 미세먼지,S-LOCATION O O
의왕 미세먼지,S-LOCATION O
남원 오존 심하냐고,S-LOCATION O O
부여 미세먼지 올려나,S-LOCATION O O
영천 미세먼지,S-LOCATION O
장수 마스크 챙겨야해,S-LOCATION O O
곡성 공기 어떠려나,S-LOCATION O O
영광 공기 공기상태,S-LOCATION O O
영덕 공기 미세먼지,S-LOCATION O O
경산 마스크 필요하려나,S-LOCATION O O
화순 미세먼지,S-LOCATION O
고성 마스크 써야하니,S-LOCATION O O
정선 오존 미세먼지,S-LOCATION O O
김포 오존 심하냐고,S-LOCATION O O
고흥 공기상태,S-LOCATION O
신안 마스크 필요하려나,S-LOCATION O O
목포 공기 맑으려나,S-LOCATION O O
담양 마스크 필요하려나,S-LOCATION O O
옥천 마스크 가져가야하니,S-LOCATION O O
포천 미세먼지,S-LOCATION O
밀양 공기 미세먼지,S-LOCATION O O
서천 마스크 써야 할까,S-LOCATION O O O
영양 마스크 챙길까,S-LOCATION O O
용인 공기 미세먼지,S-LOCATION O O
일산 마스크 챙겨야 할까,S-LOCATION O O O
양산 마스크 필요하냐,S-LOCATION O O
이천 마스크 챙겨야해,S-LOCATION O O
춘천 마스크 필요하냐,S-LOCATION O O
제주 마스크 챙길까,S-LOCATION O O
의성 미세먼지,S-LOCATION O
구미 공기 어떠려나,S-LOCATION O O
신안 공기 심하려나,S-LOCATION O O
속초 미세먼지,S-LOCATION O
정읍 미세먼지,S-LOCATION O
무주 마스크 필요하냐,S-LOCATION O O
용산 마스크 챙겨야해,S-LOCATION O O
삼척 공기 미세먼지,S-LOCATION O O
구미 미세먼지,S-LOCATION O
성주 미세먼지,S-LOCATION O
구리 심하려나,S-LOCATION O
안양 미세먼지,S-LOCATION O
군포 공기 어떠려나,S-LOCATION O O
내일 영천 공기 공기상태,S-DATE S-LOCATION O O
내일 일산 미세먼지,S-DATE S-LOCATION O
내일 이천 공기,S-DATE S-LOCATION O
내일 양산 미세먼지,S-DATE S-LOCATION O
내일 안성 공기 미세먼지,S-DATE S-LOCATION O O
내일 정선 미세먼지,S-DATE S-LOCATION O
내일 영동 공기 공기,S-DATE S-LOCATION O O
내일 강진 미세먼지,S-DATE S-LOCATION O
내일 해운대 미세먼지,S-DATE S-LOCATION O
내일 청양 공기 좋니,S-DATE S-LOCATION O O
모레 신안 공기 공기,S-DATE S-LOCATION O O
모레 영동 미세먼지,S-DATE S-LOCATION O
모레 광명 공기 공기상태,S-DATE S-LOCATION O O
모레 김제 미세먼지,S-DATE S-LOCATION O
모레 경산 미세먼지,S-DATE S-LOCATION O
모레 울릉 공기 미세먼지,S-DATE S-LOCATION O O
모레 횡성 공기 미세먼지,S-DATE S-LOCATION O O
모레 함안 미세먼지,S-DATE S-LOCATION O
오늘 광명 공기 미세먼지,S-DATE S-LOCATION O O
오늘 시흥 미세먼지,S-DATE S-LOCATION O
오늘 영월 마스크 필요해,S-DATE S-LOCATION O O
오늘 영주 공기 공기,S-DATE S-LOCATION O O
오늘 장성 공기 공기상태,S-DATE S-LOCATION O O
오늘 군산 공기 미세먼지,S-DATE S-LOCATION O O
오늘 충주 공기 공기,S-DATE S-LOCATION O O
오늘 영광 공기 미세먼지,S-DATE S-LOCATION O O
오늘 평창 마스크 써야 할까,S-DATE S-LOCATION O O O
오늘 양주 오존 미세먼지,S-DATE S-LOCATION O O
오늘 봉화 공기 미세먼지,S-DATE S-LOCATION O O
오늘 화천 미세먼지,S-DATE S-LOCATION O
오늘 강진 미세먼지,S-DATE S-LOCATION O
오늘 괴산 미세먼지,S-DATE S-LOCATION O
오늘 청도 공기 미세먼지,S-DATE S-LOCATION O O
오늘 영동 오존 심하냐고,S-DATE S-LOCATION O O
오늘 광양 공기 미세먼지,S-DATE S-LOCATION O O
오늘 증평 공기 미세먼지,S-DATE S-LOCATION O O
설마 내일 영천 공기 공기상태,O S-DATE S-LOCATION O O
설마 내일 일산 미세먼지,O S-DATE S-LOCATION O
설마 내일 이천 공기,O S-DATE S-LOCATION O
설마 내일 양산 미세먼지,O S-DATE S-LOCATION O
설마 내일 안성 공기 미세먼지,O S-DATE S-LOCATION O O
설마 내일 정선 미세먼지,O S-DATE S-LOCATION O
진짜 내일 영동 공기 공기,O S-DATE S-LOCATION O O
진짜 내일 강진 미세먼지,O S-DATE S-LOCATION O
진짜 내일 해운대 미세먼지,O S-DATE S-LOCATION O
진짜 내일 청양 공기 좋니,O S-DATE S-LOCATION O O
진짜 모레 신안 공기 공기,O S-DATE S-LOCATION O O
진짜 모레 영동 미세먼지,O S-DATE S-LOCATION O
진짜 모레 광명 공기 공기상태,O S-DATE S-LOCATION O O
혹시라도 모레 김제 미세먼지,O S-DATE S-LOCATION O
혹시라도 모레 경산 미세먼지,O S-DATE S-LOCATION O
혹시라도 모레 울릉 공기 미세먼지,O S-DATE S-LOCATION O O
혹시라도 모레 횡성 공기 미세먼지,O S-DATE S-LOCATION O O
혹시 모레 함안 미세먼지,O S-DATE S-LOCATION O
혹시 오늘 광명 공기 미세먼지,O S-DATE S-LOCATION O O
혹시 오늘 시흥 미세먼지,O S-DATE S-LOCATION O
혹시 오늘 영월 마스크 필요해,O S-DATE S-LOCATION O O
혹시 오늘 영주 공기 공기,O S-DATE S-LOCATION O O
아 오늘 장성 공기 공기상태,O S-DATE S-LOCATION O O
아 오늘 군산 공기 미세먼지,O S-DATE S-LOCATION O O
아 오늘 충주 공기 공기,O S-DATE S-LOCATION O O
아 오늘 영광 공기 미세먼지,O S-DATE S-LOCATION O O
그러게 오늘 평창 마스크 써야 할까,O S-DATE S-LOCATION O O O
그러게 오늘 양주 오존 미세먼지,O S-DATE S-LOCATION O O
그러게 오늘 봉화 공기 미세먼지,O S-DATE S-LOCATION O O
그러게 오늘 화천 미세먼지,O S-DATE S-LOCATION O
그러게 오늘 강진 미세먼지,O S-DATE S-LOCATION O
그럼 오늘 괴산 미세먼지,O S-DATE S-LOCATION O
그럼 오늘 청도 공기 미세먼지,O S-DATE S-LOCATION O O
그럼 오늘 영동 오존 심하냐고,O S-DATE S-LOCATION O O
그럼 오늘 광양 공기 미세먼지,O S-DATE S-LOCATION O O
그럼 오늘 증평 공기 미세먼지,O S-DATE S-LOCATION O O
칠곡 미세먼지,S-LOCATION O
부천 마스크 쓸까,S-LOCATION O O
무주 미세먼지,S-LOCATION O
안성 마스크 필요하냐,S-LOCATION O O
동두천 공기 미세먼지,S-LOCATION O O
해운대 마스크 쓸까,S-LOCATION O O
김제 공기 미세먼지,S-LOCATION O O
계룡 공기 미세먼지,S-LOCATION O O
임실 미세먼지,S-LOCATION O
목포 마스크 가져가야하니,S-LOCATION O O
천안 미세먼지,S-LOCATION O
진도 마스크 챙겨야 할까,S-LOCATION O O O
완도 공기 미세먼지,S-LOCATION O O
청송 오존 올까,S-LOCATION O O
서천 미세먼지,S-LOCATION O
사천 오존 올까,S-LOCATION O O
예천 마스크 쓸까,S-LOCATION O O
양산 마스크 챙겨야 할까,S-LOCATION O O O
예산 마스크 챙겨야해,S-LOCATION O O
연천 공기 공기상태,S-LOCATION O O
미추홀 오존 미세먼지,S-LOCATION O O
완도 마스크 써야하니,S-LOCATION O O
의령 공기 미세먼지,S-LOCATION O O
밀양 마스크 필요할까,S-LOCATION O O
평창 공기 미세먼지,S-LOCATION O O
하동 마스크 가져가야하니,S-LOCATION O O
의정부 공기 공기,S-LOCATION O O
성주 미세먼지,S-LOCATION O
예천 공기 어떠냐,S-LOCATION O O
군산 마스크 가져가야하니,S-LOCATION O O
진도 공기 미세먼지,S-LOCATION O O
익산 미세먼지,S-LOCATION O
홍천 공기 미세먼지,S-LOCATION O O
가평 마스크 가져가야하니,S-LOCATION O O
김제 미세먼지,S-LOCATION O
김제 공기,S-LOCATION O
장성 마스크 챙겨야 할까,S-LOCATION O O O
무안 마스크 챙겨야해,S-LOCATION O O
진도 미세먼지,S-LOCATION O
창녕 공기 미세먼지,S-LOCATION O O
봉화 마스크 필요하니,S-LOCATION O O
수원 마스크 써야하니,S-LOCATION O O
김천 공기 미세먼지,S-LOCATION O O
예산 공기 미세먼지,S-LOCATION O O
미세먼지 심하존 올까,S-LOCATION O O
고흥 마스크 가져갈까,S-LOCATION O O
거제 공기 미세먼지,S-LOCATION O O
춘천 마스크 필요해,S-LOCATION O O
경주 미세먼지,S-LOCATION O
부천 미세먼지,S-LOCATION O
의왕 마스크 챙겨야 할까,S-LOCATION O O O
속초 공기,S-LOCATION O
함평 공기 공기상태,S-LOCATION O O
청송 공기 공기상태,S-LOCATION O O
해남 공기,S-LOCATION O
동두천 상태,S-LOCATION O
가평 공기 미세먼지,S-LOCATION O O
태백 공기 어떠냐,S-LOCATION O O
아산 오존 심하냐고,S-LOCATION O O
과천 미세먼지,S-LOCATION O
보은 공기 미세먼지,S-LOCATION O O
남원 마스크 필요하니,S-LOCATION O O
신안 공기 미세먼지,S-LOCATION O O
진천 마스크 써야 할까,S-LOCATION O O O
의정부 오존 심하냐고,S-LOCATION O O
양구 미세먼지,S-LOCATION O
수원 마스크 쓸까,S-LOCATION O O
서산 오존 심하냐고,S-LOCATION O O
진도 오존 미세먼지,S-LOCATION O O
안양 미세먼지,S-LOCATION O
부천 마스크 필요해,S-LOCATION O O
화천 마스크 필요하니,S-LOCATION O O
횡성 공기 미세먼지,S-LOCATION O O
함평 마스크 챙겨야 할까,S-LOCATION O O O
영광 미세먼지,S-LOCATION O
양평 마스크 써야 할까,S-LOCATION O O O
안산 미세먼지,S-LOCATION O
미세먼지 마스크 가져가야하니,S-LOCATION O O
홍천 공기 공기상태,S-LOCATION O O
문경 미세먼지,S-LOCATION O
구미 미세먼지,S-LOCATION O
화성 공기,S-LOCATION O
창녕 공기 미세먼지,S-LOCATION O O
정읍 마스크 쓸까,S-LOCATION O O
산청 미세먼지,S-LOCATION O
평택 미세먼지,S-LOCATION O
합천 미세먼지,S-LOCATION O
영천 마스크 챙겨야 할까,S-LOCATION O O O
횡성 미세먼지,S-LOCATION O
성주 공기 어떠냐,S-LOCATION O O
함안 공기 좋니,S-LOCATION O O
제천 미세먼지,S-LOCATION O
영천 마스크 챙겨야해,S-LOCATION O O
화순 마스크 쓸까,S-LOCATION O O
여주 공기 미세먼지,S-LOCATION O O
이천 오존 미세먼지,S-LOCATION O O
양구 미세먼지,S-LOCATION O
시흥 마스크 챙겨야해,S-LOCATION O O
양주 공기 미세먼지,S-LOCATION O O
정읍 미세먼지,S-LOCATION O
하동 공기 공기상태,S-LOCATION O O
파주 오존 미세먼지,S-LOCATION O O
밀양 미세먼지,S-LOCATION O
군포 마스크 필요해,S-LOCATION O O
의령 미세먼지,S-LOCATION O
괴산 미세먼지,S-LOCATION O
무안 공기 미세먼지,S-LOCATION O O
평창 미세먼지,S-LOCATION O
영덕 오존 미세먼지,S-LOCATION O O
완도 미세먼지,S-LOCATION O
철원 공기 미세먼지,S-LOCATION O O
안성 미세먼지,S-LOCATION O
청도 공기 미세먼지,S-LOCATION O O
연천 마스크 챙겨야해,S-LOCATION O O
사천 마스크 챙겨야 할까,S-LOCATION O O O
논산 미세먼지,S-LOCATION O
익산 공기 미세먼지,S-LOCATION O O
제천 마스크 쓸까,S-LOCATION O O
순천 공기,S-LOCATION O
홍천 미세먼지,S-LOCATION O
횡성 미세먼지,S-LOCATION O
원주 공기 미세먼지,S-LOCATION O O
